batch_id,plant_id,operator_shift,day_of_week,cement_brand,cement_kg_m3,slag_kg_m3,fly_ash_kg_m3,silica_fume_kg_m3,water_kg_m3,superplasticizer_kg_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,air_content_pct,slump_mm,mix_time_s,temperature_C,humidity_pct,curing_method,aggregate_type,nearby_traffic_count,sensor_noise_index,age_days,compressive_strength_mpa
859691,PLANT_03,day,3,A,315.5,67.6,41.3,0.0,146.1,3.98,808.5,783.3,3.39,101.0,115.0,29.9,20.0,sealed,limestone,3714,0.821,365,110.0
968096,PLANT_03,swing,5,B,291.9,0.0,0.0,9.94,170.4,3.18,752.3,1003.4,2.08,68.0,110.0,12.3,43.0,sealed,limestone,3080,1.836,14,80.18
756571,PLANT_02,swing,6,A,384.9,34.3,47.6,17.48,189.7,2.06,782.6,1089.1,1.25,,102.0,19.6,82.0,water_cured,limestone,368,0.76,56,110.0
751972,PLANT_01,swing,4,A,354.7,78.9,67.4,2.15,162.5,2.96,487.1,917.6,3.17,97.0,107.0,29.0,63.0,sealed,gravel,1578,-0.043,56,110.0
571671,PLANT_01,day,1,A,288.0,62.0,41.5,0.0,166.9,5.43,754.6,1070.9,3.19,91.0,112.0,14.9,76.0,steam_cured,limestone,2582,-0.388,28,97.78
954313,PLANT_03,swing,0,A,371.3,70.9,50.5,0.0,170.7,5.74,673.2,1108.1,1.0,10.0,86.0,26.9,65.0,sealed,limestone,1639,-1.825,7,94.19
854092,PLANT_01,swing,0,A,380.6,32.2,33.0,6.96,227.8,5.35,715.6,870.3,1.0,146.0,73.0,5.0,68.0,air_cured,gravel,2037,-0.784,3,68.83
626215,PLANT_01,day,1,B,276.2,88.2,0.0,14.83,129.1,2.67,744.8,963.0,1.24,215.0,105.0,19.6,83.0,water_cured,limestone,4334,-0.319,56,110.0
739592,PLANT_01,day,2,B,295.5,108.1,109.8,15.23,187.5,2.68,641.3,895.9,1.19,240.0,88.0,15.7,44.0,sealed,limestone,3981,0.799,28,99.77
149276,PLANT_04,swing,3,A,180.0,104.8,18.4,16.03,168.7,7.91,601.7,1055.4,1.0,,117.0,27.5,57.0,water_cured,basalt,1446,-0.679,365,110.0
983056,PLANT_03,day,2,B,253.7,73.5,7.2,8.32,159.0,2.34,637.9,894.3,1.0,93.0,83.0,17.4,46.0,water_cured,limestone,687,0.617,28,97.79
748362,PLANT_03,day,1,C,278.0,101.6,96.1,5.72,168.1,6.83,560.7,810.2,1.0,141.0,62.0,25.8,70.0,water_cured,granite,3788,1.295,180,110.0
290088,PLANT_03,swing,2,B,335.2,97.9,79.0,15.26,191.7,4.81,592.9,987.4,4.22,32.0,200.0,23.7,41.0,water_cured,limestone,1355,-0.555,28,107.54
810032,PLANT_03,swing,2,A,263.8,197.2,47.3,0.0,193.1,2.53,608.0,1135.4,2.37,184.0,96.0,14.8,82.0,water_cured,gravel,2717,0.334,56,106.76
421448,PLANT_04,day,5,B,294.1,117.0,69.6,1.47,179.7,1.63,562.1,1051.5,2.59,113.0,55.0,26.3,55.0,air_cured,limestone,3761,1.285,3,73.87
959041,PLANT_01,swing,5,A,244.2,45.1,0.0,18.69,202.3,2.62,778.2,1121.0,3.31,103.0,156.0,23.9,74.0,sealed,limestone,1143,0.057,28,83.51
661259,PLANT_01,swing,4,B,342.0,0.0,31.4,0.0,206.7,4.84,620.9,1108.7,1.0,75.0,101.0,9.5,52.0,steam_cured,basalt,506,0.021,56,99.43
454815,PLANT_04,day,6,A,359.8,35.6,93.3,4.72,195.4,2.18,515.1,985.9,2.62,80.0,117.0,23.7,80.0,sealed,limestone,1081,-0.384,90,110.0
917065,PLANT_02,day,0,A,358.2,31.8,4.5,10.05,161.3,7.11,675.9,896.4,1.41,140.0,125.0,16.8,86.0,air_cured,granite,4057,-0.577,56,107.81
666610,PLANT_04,swing,1,B,330.9,78.1,0.0,5.66,187.4,3.58,597.5,858.2,4.21,129.0,166.0,23.3,79.0,water_cured,limestone,4465,-1.215,1,63.43
729088,PLANT_02,swing,4,B,222.1,11.5,38.5,14.2,187.5,5.4,880.5,757.9,3.82,104.0,129.0,21.8,49.0,water_cured,gravel,4235,-0.598,28,82.75
816209,PLANT_03,day,2,B,286.6,115.6,39.6,17.21,154.6,5.24,734.6,1146.5,4.77,167.0,71.0,27.1,91.0,steam_cured,basalt,1223,-0.132,3,93.29
610759,PLANT_02,day,6,B,301.5,0.0,64.1,8.84,135.8,7.24,558.2,933.7,1.0,69.0,76.0,26.7,77.0,air_cured,basalt,1582,0.372,7,96.07
162447,PLANT_04,night,6,A,301.8,0.0,0.0,16.12,124.4,3.12,782.6,741.3,1.72,41.0,70.0,14.6,54.0,water_cured,basalt,3527,1.196,28,98.82
362756,PLANT_01,night,3,C,335.2,42.6,0.0,0.0,176.7,4.21,729.3,1152.8,1.18,184.0,98.0,16.5,70.0,sealed,granite,4008,-1.26,56,104.95
127081,PLANT_01,day,2,A,429.8,3.7,76.5,3.74,182.5,1.2,693.8,993.2,1.1,176.0,133.0,18.3,93.0,water_cured,granite,54,-1.147,56,110.0
732871,PLANT_04,night,3,A,386.8,0.0,0.0,24.24,145.5,4.21,893.2,1115.5,1.22,234.0,87.0,27.5,49.0,air_cured,granite,1036,1.371,90,110.0
898377,PLANT_01,swing,0,C,260.9,15.0,7.6,20.54,201.2,6.28,612.7,943.4,3.01,103.0,92.0,17.2,48.0,sealed,basalt,4435,-0.351,56,91.41
713738,PLANT_04,night,5,B,377.5,8.1,0.0,0.0,178.8,4.44,833.9,868.9,1.13,54.0,90.0,22.3,63.0,air_cured,limestone,2766,0.63,56,106.66
599554,PLANT_01,day,3,A,374.8,50.6,81.0,4.9,208.7,8.63,675.0,1042.4,1.0,205.0,95.0,26.4,40.0,water_cured,limestone,4365,1.022,3,82.41
870784,PLANT_04,night,2,A,273.6,15.9,50.8,6.09,184.3,5.04,718.0,1054.0,1.11,62.0,148.0,20.4,67.0,water_cured,basalt,787,0.527,7,78.94
193045,PLANT_01,day,3,A,389.4,20.3,49.0,8.33,148.3,2.92,637.5,940.8,1.0,58.0,105.0,32.2,78.0,steam_cured,limestone,1862,0.025,28,105.7
500069,PLANT_01,day,5,A,318.8,49.7,48.7,15.19,186.5,4.91,644.5,1163.9,1.15,189.0,172.0,16.2,68.0,steam_cured,gravel,1883,0.779,56,110.0
103365,PLANT_01,night,5,C,231.3,105.8,0.0,19.71,191.8,1.07,672.0,1112.4,3.9,165.0,97.0,23.8,52.0,water_cured,granite,2938,0.18,1,51.63
209285,PLANT_03,swing,2,B,361.9,130.9,0.0,5.3,161.3,2.4,510.9,1059.1,6.46,160.0,118.0,22.8,81.0,water_cured,limestone,866,-0.414,28,110.0
849811,PLANT_02,day,5,B,345.2,58.1,14.7,13.98,138.9,1.57,758.1,824.6,1.43,152.0,109.0,20.9,62.0,water_cured,limestone,3292,0.022,28,110.0
220338,PLANT_02,swing,4,B,314.1,62.4,1.3,10.19,177.5,4.03,732.6,804.9,4.05,46.0,129.0,5.1,51.0,sealed,limestone,3700,-0.232,1,69.79
446983,PLANT_01,night,5,B,327.4,39.9,22.8,4.83,150.0,3.88,555.3,1147.9,5.36,,141.0,18.1,70.0,water_cured,limestone,2274,0.249,28,101.33
826863,PLANT_02,day,0,B,279.7,76.5,46.1,0.0,203.0,6.41,792.6,673.6,,73.0,118.0,7.8,87.0,water_cured,granite,2769,-0.924,90,104.55
415836,PLANT_02,day,0,A,372.7,71.5,80.3,13.15,164.8,3.8,880.3,967.3,1.0,78.0,301.0,16.5,55.0,sealed,gravel,449,1.104,28,107.5
200184,PLANT_03,swing,3,B,327.0,122.9,0.0,9.84,218.1,1.99,646.9,1000.5,1.41,82.0,200.0,19.5,94.0,sealed,limestone,216,-0.039,7,83.17
797869,PLANT_02,day,0,B,341.7,0.0,34.6,8.12,121.9,7.12,633.7,911.4,4.6,72.0,97.0,36.1,66.0,sealed,limestone,2782,-0.934,56,110.0
602983,PLANT_03,swing,3,A,355.0,37.1,67.0,0.0,178.4,0.0,842.5,975.1,3.11,68.0,188.0,25.3,67.0,steam_cured,limestone,4412,-0.621,28,102.68
627470,PLANT_02,day,1,A,249.2,68.7,0.0,20.67,210.7,4.08,764.4,1038.8,3.57,197.0,181.0,12.8,67.0,water_cured,limestone,824,-0.82,56,94.13
487707,PLANT_01,day,6,A,267.4,48.6,26.3,6.22,152.7,4.44,705.0,897.8,1.93,139.0,75.0,21.4,55.0,sealed,limestone,3455,-1.001,14,87.66
968616,PLANT_04,night,2,A,180.0,0.0,56.0,0.0,171.0,3.98,809.6,1103.4,2.41,94.0,57.0,23.0,42.0,air_cured,granite,1806,1.603,28,77.76
376410,PLANT_01,swing,3,C,369.5,0.0,35.5,0.0,164.9,5.0,750.2,1061.5,1.55,90.0,128.0,20.7,98.0,water_cured,basalt,81,1.252,28,109.56
387160,PLANT_01,day,1,A,245.1,94.3,65.3,10.42,157.9,4.22,877.1,954.8,4.01,106.0,113.0,20.1,,water_cured,limestone,2594,-1.049,14,92.01
840360,PLANT_02,night,2,B,339.3,8.4,39.3,10.66,181.1,5.0,718.2,864.3,1.56,189.0,50.0,16.1,87.0,water_cured,limestone,4115,-0.909,90,110.0
470815,PLANT_03,day,3,B,356.0,0.0,21.0,1.3,142.6,2.8,766.9,967.3,2.15,139.0,124.0,22.5,96.0,sealed,limestone,1966,-0.918,7,90.87
185424,PLANT_01,day,2,A,372.2,97.1,0.0,8.7,172.2,1.08,840.8,1250.0,1.23,,121.0,21.8,52.0,air_cured,gravel,1528,0.496,3,82.63
467686,PLANT_01,night,3,A,245.7,75.2,46.1,10.34,187.9,3.91,450.7,874.0,1.0,79.0,96.0,24.8,76.0,water_cured,basalt,4287,0.202,28,92.63
612832,PLANT_03,day,6,A,325.4,43.6,39.5,6.12,169.6,1.95,844.8,1194.3,4.24,174.0,207.0,25.9,77.0,sealed,limestone,333,0.395,56,110.0
618771,PLANT_02,day,6,A,446.9,0.0,0.0,0.0,150.0,2.54,664.4,734.3,3.95,45.0,110.0,25.6,77.0,sealed,limestone,2728,-0.946,56,110.0
436938,PLANT_01,night,4,A,450.0,43.8,61.2,12.69,200.8,,775.0,859.5,1.11,148.0,104.0,20.8,54.0,water_cured,limestone,667,-1.155,365,110.0
994015,PLANT_03,night,1,A,399.1,116.9,92.1,11.7,193.3,7.12,903.1,904.0,2.46,53.0,119.0,18.9,58.0,steam_cured,basalt,323,-0.533,14,108.52
176490,PLANT_04,day,4,A,353.6,0.0,5.3,9.54,149.0,6.29,686.4,1112.9,3.94,194.0,74.0,25.2,79.0,water_cured,gravel,4764,0.763,28,106.92
668870,PLANT_02,swing,5,A,259.6,0.0,2.3,0.0,142.6,5.91,669.9,987.8,7.22,57.0,86.0,14.2,35.0,steam_cured,limestone,3475,2.313,7,74.07
783091,PLANT_03,day,0,A,380.3,15.5,0.6,0.0,151.2,4.12,714.0,1163.4,2.6,73.0,50.0,5.0,29.0,sealed,gravel,3176,-1.229,28,104.43
388756,PLANT_02,swing,1,A,318.9,48.5,0.0,5.61,188.6,6.03,560.2,933.4,3.81,202.0,136.0,7.8,67.0,air_cured,gravel,1846,1.246,365,110.0
451718,PLANT_04,day,6,C,369.2,22.7,125.2,12.44,181.9,4.71,950.0,972.5,3.78,63.0,164.0,6.9,63.0,water_cured,basalt,4926,0.645,56,110.0
259767,PLANT_01,day,5,C,285.7,85.4,14.8,13.32,194.8,7.89,715.3,934.0,3.44,167.0,131.0,23.9,68.0,water_cured,granite,4672,-0.885,28,90.31
341354,PLANT_04,day,1,B,317.9,109.9,0.0,9.68,166.8,2.16,901.0,1250.0,1.0,170.0,128.0,20.9,52.0,water_cured,gravel,4780,0.48,28,105.97
276718,PLANT_03,swing,3,A,341.5,65.3,0.0,1.4,151.9,5.35,683.3,823.2,2.39,48.0,115.0,25.5,79.0,water_cured,basalt,4897,0.191,90,110.0
794790,PLANT_03,night,5,A,347.2,80.8,17.5,0.0,198.0,1.47,723.7,908.9,1.58,40.0,201.0,23.6,80.0,air_cured,granite,1167,0.245,28,96.13
564297,PLANT_04,swing,2,C,364.6,65.0,3.7,4.87,161.2,5.36,823.9,843.1,1.0,98.0,112.0,27.3,68.0,sealed,basalt,4627,0.747,7,85.61
251432,PLANT_03,day,6,C,289.5,50.5,99.7,4.94,179.7,0.56,598.8,1060.3,1.0,53.0,162.0,27.9,41.0,sealed,basalt,1263,1.812,28,98.78
348197,PLANT_01,day,6,B,236.0,0.0,0.0,13.86,136.3,1.57,708.7,820.3,1.24,83.0,156.0,26.6,,steam_cured,limestone,436,0.707,3,62.4
942747,PLANT_04,night,1,A,443.7,0.0,0.0,1.16,160.8,1.43,819.7,1235.1,4.54,65.0,73.0,26.8,33.0,water_cured,gravel,3620,0.146,7,89.94
796117,PLANT_02,swing,4,A,504.2,0.0,59.8,1.83,200.2,4.5,696.6,991.3,1.0,,149.0,31.5,42.0,water_cured,gravel,2674,-0.554,1,88.06
318608,PLANT_04,swing,5,,361.3,41.8,30.2,21.44,157.1,4.71,666.9,1037.7,3.46,60.0,80.0,34.6,79.0,water_cured,granite,2195,-0.07,28,110.0
432416,PLANT_01,day,2,B,237.3,62.8,25.0,17.41,195.4,8.9,842.7,1044.8,5.2,166.0,97.0,20.5,45.0,air_cured,limestone,2898,0.29,28,80.51
524099,PLANT_01,day,2,B,275.9,0.0,60.2,0.0,120.0,3.82,874.1,977.2,1.23,120.0,111.0,30.8,52.0,water_cured,basalt,638,-0.28,28,103.45
275316,PLANT_01,swing,3,A,365.6,54.0,41.2,16.75,161.0,5.55,891.6,997.0,4.94,56.0,183.0,15.9,67.0,water_cured,gravel,955,0.814,28,106.39
377671,PLANT_02,swing,2,A,423.9,1.9,32.9,0.0,170.7,4.32,645.8,991.9,4.05,44.0,92.0,16.3,82.0,air_cured,granite,1701,1.769,180,110.0
220942,PLANT_01,swing,0,A,245.1,0.0,0.0,1.53,218.6,5.38,656.3,1052.7,1.54,161.0,133.0,31.6,75.0,air_cured,basalt,65,-1.482,56,85.0
662271,PLANT_03,day,1,A,321.3,15.6,0.0,2.44,145.8,4.29,668.1,864.9,2.22,184.0,68.0,20.7,89.0,steam_cured,basalt,54,-0.562,28,103.64
442702,PLANT_02,night,6,A,343.7,0.0,3.5,4.38,191.8,6.2,799.0,841.1,1.07,50.0,111.0,8.3,57.0,water_cured,limestone,1554,1.735,14,84.16
919709,PLANT_04,day,4,B,390.5,83.4,0.0,9.96,201.4,1.89,588.4,1094.9,1.85,175.0,100.0,11.6,49.0,water_cured,limestone,1548,0.12,90,110.0
534221,PLANT_01,day,6,A,305.9,40.8,47.1,5.85,157.0,0.0,594.6,979.7,9.67,197.0,184.0,14.6,42.0,water_cured,gravel,3580,1.194,7,73.04
369817,PLANT_02,day,0,A,220.5,94.8,0.0,9.92,165.7,4.83,641.4,699.1,2.12,131.0,91.0,11.8,67.0,air_cured,limestone,1733,-0.995,14,73.06
925767,PLANT_04,day,1,A,373.5,25.6,14.9,1.79,178.5,0.39,616.8,913.5,1.33,72.0,68.0,23.8,70.0,air_cured,granite,179,0.453,90,110.0
335166,PLANT_03,day,3,C,408.7,27.7,27.2,7.99,138.0,,817.3,1194.2,1.0,97.0,102.0,14.0,98.0,sealed,gravel,600,-0.254,28,110.0
422592,PLANT_01,day,3,A,324.2,153.0,33.2,5.63,163.6,2.9,809.9,957.5,2.6,147.0,95.0,18.0,,air_cured,limestone,3068,-0.028,56,110.0
592113,PLANT_04,day,6,A,358.4,0.0,53.0,0.0,206.9,1.92,667.0,905.7,1.0,139.0,129.0,15.7,34.0,water_cured,granite,3008,-0.314,28,97.32
116717,PLANT_03,day,2,C,296.8,120.6,20.3,8.86,188.1,9.4,698.7,770.7,1.0,183.0,188.0,10.4,86.0,water_cured,limestone,2856,1.637,28,103.68
305733,PLANT_01,day,4,C,270.8,141.0,5.0,5.77,171.1,3.96,450.0,900.5,2.56,84.0,105.0,10.8,50.0,steam_cured,limestone,1317,-0.48,14,91.75
886782,PLANT_01,day,3,B,401.8,92.1,91.0,0.0,177.8,3.58,669.7,817.1,1.04,53.0,135.0,26.4,41.0,air_cured,basalt,130,1.142,14,107.89
122840,PLANT_03,swing,2,B,357.1,31.8,20.6,1.6,189.5,5.5,856.8,1040.1,3.55,142.0,114.0,22.3,84.0,air_cured,gravel,4432,0.07,14,86.56
653353,PLANT_04,day,3,B,364.3,128.5,98.9,1.8,194.3,5.63,663.7,986.9,1.0,174.0,141.0,5.0,80.0,water_cured,limestone,2478,1.79,7,97.96
809492,PLANT_04,swing,1,A,435.1,32.3,20.4,3.04,161.1,6.28,599.8,929.1,2.97,186.0,84.0,15.6,85.0,air_cured,gravel,4954,0.639,90,110.0
260930,PLANT_03,day,1,A,256.2,11.2,34.3,19.07,213.4,1.33,871.4,873.3,5.79,89.0,118.0,26.2,54.0,water_cured,limestone,4638,-1.306,14,70.54
763052,PLANT_02,swing,4,A,291.4,28.6,28.8,21.72,207.9,5.07,597.4,1193.7,2.74,175.0,165.0,24.0,98.0,water_cured,gravel,1058,0.138,28,88.37
743042,PLANT_03,day,0,A,341.1,18.6,45.4,0.0,191.9,3.41,890.1,881.3,3.69,80.0,91.0,34.9,,water_cured,gravel,176,-0.16,56,109.29
756834,PLANT_02,day,4,B,290.5,0.0,16.1,8.91,153.9,2.16,950.0,881.8,1.16,164.0,112.0,18.2,48.0,water_cured,limestone,4883,0.636,56,102.08
822415,PLANT_04,swing,2,A,384.8,111.1,39.3,12.64,149.5,4.1,708.0,946.0,3.79,176.0,116.0,22.6,98.0,water_cured,limestone,3361,0.185,28,110.0
675369,PLANT_03,day,0,A,316.9,7.5,103.9,3.27,166.8,0.38,856.8,965.6,2.72,10.0,71.0,13.8,75.0,sealed,limestone,1263,-1.505,28,102.93
217516,PLANT_01,day,2,B,260.5,48.4,82.2,12.42,176.5,5.85,536.4,1047.5,2.27,43.0,153.0,9.2,65.0,air_cured,gravel,4560,-0.328,365,110.0
898210,PLANT_03,day,4,A,334.6,0.0,82.5,18.23,130.8,3.42,531.6,1110.3,4.57,70.0,97.0,22.6,55.0,air_cured,limestone,858,-0.445,28,100.68
289879,PLANT_01,day,4,B,341.9,51.7,0.0,0.0,187.4,3.04,632.4,1099.8,3.11,111.0,117.0,17.2,20.0,water_cured,granite,19,0.003,56,104.3
625090,PLANT_04,day,4,C,395.4,0.0,0.0,6.07,207.2,3.72,810.5,1250.0,1.0,60.0,147.0,38.0,79.0,water_cured,granite,2398,0.327,90,110.0
129638,PLANT_03,swing,1,A,357.5,0.0,44.8,20.65,189.4,3.66,720.2,743.0,1.52,190.0,152.0,15.9,54.0,water_cured,granite,1349,0.734,56,110.0
649360,PLANT_01,day,5,A,362.3,44.0,69.7,0.0,158.1,6.28,699.5,1012.3,5.28,12.0,78.0,17.1,61.0,water_cured,basalt,1346,0.574,7,96.42
680937,PLANT_02,night,5,A,352.4,108.1,11.6,4.08,155.1,,578.0,907.1,1.0,171.0,137.0,20.6,63.0,sealed,granite,3719,-2.404,28,110.0
821703,PLANT_02,day,3,A,316.8,74.2,3.6,1.41,182.5,3.24,706.0,1250.0,1.0,96.0,167.0,26.6,49.0,water_cured,gravel,2230,0.541,7,82.65
566739,PLANT_03,night,0,B,279.9,78.0,97.7,13.42,171.2,3.57,649.2,1004.6,3.53,240.0,94.0,26.0,74.0,water_cured,limestone,668,1.372,28,100.86
878093,PLANT_02,night,3,B,350.2,42.9,65.9,14.53,186.1,1.87,618.5,695.8,1.47,166.0,157.0,8.4,50.0,water_cured,gravel,970,0.173,180,110.0
492145,PLANT_03,night,2,A,306.7,31.5,82.6,6.3,190.0,4.32,609.2,1040.8,5.88,49.0,137.0,29.2,36.0,steam_cured,granite,2277,-0.6,28,99.85
853887,PLANT_02,night,2,A,448.3,93.5,15.1,5.26,202.3,2.55,741.1,1017.4,3.16,67.0,141.0,18.9,66.0,air_cured,gravel,3495,-0.86,28,108.56
305978,PLANT_04,swing,4,A,424.0,19.0,11.6,0.0,146.7,1.19,640.8,1086.1,1.57,90.0,161.0,5.0,55.0,steam_cured,gravel,3410,0.897,1,80.63
707609,PLANT_03,day,2,B,374.3,95.9,77.7,16.38,180.5,5.05,719.3,878.7,2.72,99.0,87.0,20.0,30.0,water_cured,basalt,4663,0.347,180,110.0
726308,PLANT_02,day,1,A,356.5,118.0,23.2,2.17,165.9,7.09,525.4,1025.9,1.17,70.0,85.0,12.9,43.0,water_cured,limestone,969,-0.558,7,94.52
217257,PLANT_02,night,2,B,323.8,3.7,7.5,3.86,172.5,4.1,775.3,942.1,6.49,151.0,178.0,28.3,68.0,air_cured,limestone,4503,0.174,3,64.13
643136,PLANT_03,day,5,A,241.7,11.8,0.0,12.77,196.6,3.79,746.5,886.0,2.33,82.0,107.0,22.4,68.0,air_cured,gravel,4746,-0.394,14,68.66
467390,PLANT_03,day,4,B,314.9,20.0,12.0,6.58,199.3,3.75,694.5,1028.0,1.69,83.0,72.0,27.5,90.0,air_cured,limestone,3739,-0.429,3,53.76
434017,PLANT_01,day,2,A,337.1,0.0,74.4,13.03,210.0,2.97,737.8,1001.4,1.32,41.0,113.0,28.4,86.0,air_cured,limestone,2846,0.041,28,97.73
505302,PLANT_01,night,1,C,346.1,24.2,0.0,9.83,185.6,6.34,822.8,1127.0,1.0,186.0,115.0,16.8,73.0,sealed,gravel,3456,0.194,28,100.15
673063,PLANT_01,day,5,A,362.9,121.6,63.3,6.63,172.2,4.19,560.6,983.8,1.07,188.0,130.0,21.7,52.0,air_cured,gravel,1432,-0.741,14,99.41
689737,PLANT_02,night,4,B,394.5,0.0,3.1,7.48,168.7,0.0,727.3,1064.5,1.23,104.0,104.0,28.0,55.0,air_cured,gravel,4490,-0.349,3,79.47
172160,PLANT_01,swing,0,B,281.5,122.9,25.5,0.0,131.6,6.4,576.4,811.0,1.0,68.0,219.0,21.6,73.0,sealed,basalt,3833,1.719,7,90.38
737792,PLANT_04,day,6,B,282.2,26.2,28.4,3.81,208.5,5.91,729.6,1175.2,1.57,15.0,87.0,14.2,83.0,water_cured,gravel,1023,-0.916,28,97.78
767261,PLANT_01,day,3,B,431.6,166.3,25.1,13.67,167.0,5.2,691.5,871.2,1.8,178.0,61.0,30.1,75.0,water_cured,limestone,1667,0.218,3,104.89
608330,PLANT_04,day,5,A,384.0,12.5,22.1,0.0,187.6,0.0,717.3,1106.4,2.76,164.0,71.0,20.2,57.0,sealed,basalt,3245,0.597,28,108.25
873556,PLANT_03,day,4,A,302.6,42.1,15.0,0.0,192.0,3.99,813.3,1016.8,1.11,60.0,92.0,14.5,69.0,sealed,gravel,3072,-0.585,7,72.64
161130,PLANT_01,day,3,A,322.5,0.0,9.3,0.0,143.9,5.79,810.0,999.1,1.04,39.0,141.0,33.4,60.0,water_cured,gravel,1094,-0.53,14,94.33
967267,PLANT_01,day,6,C,322.8,12.2,94.4,6.23,151.9,4.76,839.5,1086.4,1.94,125.0,111.0,6.7,27.0,water_cured,gravel,3075,-0.708,28,104.79
234265,PLANT_02,day,4,B,332.2,123.6,36.1,16.22,213.7,4.41,676.4,680.4,1.7,161.0,135.0,15.3,61.0,water_cured,basalt,3690,-0.996,28,107.56
871801,PLANT_03,day,0,A,363.1,76.1,29.3,9.38,182.3,5.79,797.3,899.7,2.61,194.0,94.0,16.0,58.0,air_cured,granite,1096,1.44,1,55.15
141277,PLANT_03,swing,6,A,507.4,106.6,6.0,0.0,160.5,4.28,775.7,1084.5,1.0,69.0,138.0,26.1,79.0,water_cured,limestone,4442,-0.437,7,110.0
518142,PLANT_03,day,0,A,343.3,0.0,16.6,10.19,171.8,6.41,679.2,1249.1,2.74,82.0,69.0,17.5,45.0,air_cured,limestone,1628,-0.008,90,107.7
921389,PLANT_03,day,5,A,376.4,86.0,6.1,1.46,202.2,4.32,732.9,976.6,1.91,67.0,126.0,15.2,47.0,sealed,limestone,1887,-0.9,1,77.68
540334,PLANT_02,day,6,B,211.9,0.0,69.4,9.08,198.4,4.16,705.5,650.0,1.0,195.0,147.0,27.3,84.0,water_cured,limestone,2250,0.38,28,83.88
213828,PLANT_03,swing,0,C,296.1,0.0,1.1,3.8,138.3,5.78,873.4,935.6,1.6,47.0,86.0,25.5,48.0,water_cured,granite,1799,-0.576,28,94.91
910158,PLANT_04,swing,1,B,416.0,63.1,0.0,0.0,215.9,3.2,809.1,971.6,3.39,,215.0,18.0,53.0,air_cured,limestone,1367,0.741,14,96.04
479365,PLANT_01,swing,6,A,358.2,62.6,37.6,4.43,199.2,1.81,683.1,1135.3,2.09,176.0,62.0,21.6,74.0,sealed,limestone,4077,-0.909,28,102.53
896027,PLANT_03,swing,0,A,180.0,52.9,22.4,1.47,171.2,4.01,675.4,986.8,1.73,135.0,152.0,12.1,78.0,air_cured,granite,2480,1.613,56,90.8
215559,PLANT_01,day,3,B,377.2,89.5,8.6,7.46,145.2,5.18,825.3,801.3,1.14,100.0,160.0,18.4,90.0,air_cured,basalt,2920,-0.584,56,110.0
363774,PLANT_04,night,1,B,464.3,98.0,76.0,0.0,201.4,5.85,867.4,1114.9,1.0,200.0,88.0,19.5,59.0,air_cured,gravel,4434,0.319,14,107.63
479555,PLANT_04,day,2,A,190.3,130.8,0.0,0.0,186.9,5.86,754.7,1059.6,2.0,136.0,133.0,10.9,60.0,steam_cured,granite,4119,0.346,14,80.29
276711,PLANT_01,day,2,A,436.4,0.0,105.9,10.86,138.6,3.86,792.4,882.1,3.95,108.0,88.0,8.4,62.0,water_cured,granite,4026,0.875,14,110.0
119641,PLANT_04,swing,4,A,180.0,132.6,82.5,13.87,169.2,3.66,863.3,1080.8,5.28,86.0,132.0,17.2,54.0,steam_cured,granite,1893,-1.45,28,89.78
669316,PLANT_01,swing,1,C,395.7,153.5,6.7,9.64,240.0,2.82,700.8,903.5,1.0,130.0,110.0,27.4,73.0,sealed,granite,1389,-0.926,28,110.0
587345,PLANT_02,day,6,B,329.4,29.9,14.7,0.0,175.4,4.5,729.2,938.3,2.14,60.0,119.0,24.1,59.0,water_cured,granite,1120,-0.37,7,88.65
949675,PLANT_01,day,5,A,180.0,0.0,57.7,0.0,156.5,0.72,773.5,905.8,2.23,54.0,97.0,15.8,43.0,steam_cured,basalt,4269,1.121,14,67.15
658325,PLANT_02,night,2,B,361.2,0.0,58.9,0.0,149.8,4.05,672.8,936.6,1.41,220.0,97.0,38.0,33.0,water_cured,granite,2285,-0.196,90,110.0
556930,PLANT_02,day,3,B,410.6,24.6,6.5,12.12,219.3,9.7,906.9,1106.9,4.0,40.0,91.0,12.5,63.0,steam_cured,limestone,533,1.69,3,82.15
764413,PLANT_02,swing,0,A,355.5,160.8,0.0,0.0,196.2,0.99,671.8,730.0,2.3,152.0,149.0,23.8,76.0,steam_cured,gravel,3507,2.041,28,105.9
926469,PLANT_04,day,6,C,370.9,50.9,130.1,12.07,210.2,4.31,726.7,1134.6,,93.0,213.0,16.3,53.0,steam_cured,limestone,3243,-0.034,56,110.0
104224,PLANT_02,day,1,B,301.2,16.1,78.0,10.1,181.2,4.76,930.8,1004.7,1.76,161.0,264.0,28.5,41.0,water_cured,basalt,3246,2.132,7,77.5
846892,PLANT_01,day,1,B,199.7,12.3,42.1,14.9,206.4,5.01,515.2,925.4,3.55,111.0,165.0,19.2,93.0,water_cured,granite,1495,-0.351,3,60.06
946431,PLANT_03,day,4,A,378.4,0.0,42.9,13.51,153.8,2.07,743.8,982.9,1.0,196.0,119.0,18.3,59.0,steam_cured,basalt,1085,0.242,7,99.13
102643,PLANT_02,day,3,A,452.5,98.1,63.0,9.34,179.1,5.03,647.3,852.7,1.92,98.0,169.0,26.7,81.0,water_cured,limestone,4891,0.359,90,110.0
